sentences,label,quality
1平安银行股份有限公司2022年可持续发展报告2高管致辞2022年是具有里程碑意义的一年党的二十大描绘了中华民族伟大复兴的宏伟蓝图开启了充满光荣和梦想的新征程,无关文本,无关文本
恪守金融之本服务实体经济,无关文本,无关文本
面向零售客群我们着力打造智能化银行3.0以专业普惠金融促进实现人民群众对美好生活的向往借助多年积累的领先科技能力提升服务能力让80的长尾客群得到更专业更精准更普惠的金融服务,客户与消费者,定性文本
深耕绿色金融服务双碳目标,绿色金融,定性文本
我们开展绿色金融产品客户作战三张地图专项行动推进绿色产业中坚客群长效经营和资产投放,绿色金融,定性文本
我们成功发行绿色金融债券200亿元定向支持绿色产业发展,绿色金融,定量文本
2022年末本行绿色贷款余额1097.68亿元较上年末增长58.8,绿色金融,定量文本
2022年我们荣获国际金融论坛IFF全球绿色金融奖年度奖,绿色金融,定量文本
我们努力拓展延伸乡村振兴421服务模式通过融资融智品牌和科技四大赋能推动综合金融与三农场景结合致力打造在政府指导下的集农户农企银行保险农研院所于一体的产业振兴共建平台,农村帮扶,定性文本
2022年我们投放乡村振兴支持资金330.78亿元累计投放692.54亿元,农村帮扶,定量文本
我们打造平安公益互联网募捐信息平台为施助人群与受助人群搭建安全可靠的桥梁以随手公益汇聚小善大爱支持乡村振兴妇女发展社区发展教育助学救灾援助等领域公益项目,公益和志愿服务,定性文本
2022年我们对外捐赠5822.06万元用于教育扶贫抗疫救灾等方面,公益和志愿服务,定量文本
加快数字转型提升客户体验,客户与消费者,定性文本
我们发布口袋银行App6.0升级口袋管家2.0在综合金融与科技赋能优势加持下打造更便捷智能安全的线上金融服务,科技创新,定性文本
持续升级网点服务通过智能化升级便民改造等措施为客户提供更舒适高效的业务办理体验,客户与消费者,定性文本
我们进一步强化消保全流程管控完善客户隐私与数据安全管理升级反欺诈系统获评数据安全治理能力全面治理级,数据安全,定量文本
我们打通线上线下渠道创新开展金融知识普及2022年共开展消保宣传活动21715次受众超4.4亿人次,客户与消费者,定量文本
踔厉奋发立潮头继往开来再出发,无关文本,无关文本
截至2022年末本行有109家分行及1191家营业机构为客户提供多种金融服务,客户与消费者,定量文本
本行紧随国家战略不断提高金融服务实体经济的能力助力经济高质量发展以打造中国最卓越全球领先的智能化零售银行为战略目标坚持科技引领零售突破对公做精十二字策略方针致力于打造数字银行生态银行平台银行三张名片保证产品与服务彰显专业价值为客户提供省心省时又省钱的金融服务,客户与消费者,定性文本
一ESG关键绩效指标202220212020经济绩效资产总额亿元53215.1449213.8044685.14存款总额亿元33126.8429618.1926731.18贷款总额含贴现亿元33291.6130634.4826662.97企业贷款亿元12817.7111531.2710613.57个人贷款亿元20473.9019103.2116049.40营业收入亿元1798.951693.831535.42净利润亿元455.16363.36289.28基本每股收益元2.201.731.40两增两控小微企业贷款余额亿元5282.263821.592828.30两增两控小微企业贷款增长率38.2235.7138.83环境绩效绿色信贷余额亿元1097.68691.35227.00绿色金融业务总额亿元1700.51137.27视频会议召开次数次数15740110490167751社会绩效客服NPS客户净推荐值86.585.783.0员工总数人4420740651380977社会保险覆盖率100100100缴税总额亿元276.01241.54252.2对外捐赠总额万元5822.0612196.069154.63累计投放产业扶贫资金亿元692.54361.76253.09二荣誉奖项获奖时间重要奖项名称颁奖机构2022年1月最佳中国私人银行最佳客户服务奖财富管理2022年2月最佳金融科技安全奖金松奖2022年3月VISA2021杰出收单业务合作伙伴奖万事达卡2021卓越收单银行美国运通卓越收单合作伙伴奖JCB2021优秀合作伙伴奖国际卡组织2022年3月绿色银行进步显著奖中国银行业协会2022年4月中国上市公司最佳投资者关系奖中国上市公司投资者关系最佳董事会奖证券时报2022年5月中国金融年度十佳社会责任报告中国银行保险报2022年5月年度数字化运营优秀案例中国银行保险报与中国农村金融联合颁发2022年6月最佳投资者关系企业最佳ESG最佳投资者关系团队机构投资者2022年7月粤港澳大湾区最佳银行大湾区最佳数字银行亚洲货币2022年8月2022年度中国最佳股份制零售银行亚洲银行家82022年度中国最佳中小企业银行2022年度最佳汽车贷款产品2022年9月十佳绿色金融创新奖十佳零售银行创新奖十佳风险管理创新奖银行家2022年10月未来客户体验领军者IDC中国2022年11月全球绿色金融奖年度奖IFF国际金融论坛2022年11月最佳私募销售银行中国基金报2022年12月年度金融服务领航平台经济观察报与经观传媒联合颁发2022年12月最佳超高净值客户服务私人银行最佳科技创新私人银行环球金融2022年12月2022年度杰出资产托管银行天玑奖2022年度科技创新银行天玑奖证券时报2022年12月2022年度亚洲卓越机构客户服务银行2022年度普惠金融业务银行21世纪经济报道2022年12月上榜ESG创新实验室榜单华尔街见闻2022年12月2022年度医疗健康金融服务卓越品牌凤凰网2023年1月中国益公司企业社会责任力乡村振兴杰出企业腾讯原子智库9二推动可持续发展一可持续发展战略本行秉承责任创造价值真诚回报社会的可持续发展理念将可持续发展战略融入公司经营管理为股东客户员工合作伙伴社区和环境创造价值打造绿色银行价值银行人文银行爱心银行品牌银行以责任金融推动经济发展社会进步和环境改善助力人民群众实现美好生活,可持续认证,定性文本
环境方面贯彻落实绿色发展理念创新绿色金融产品和服务加大绿色产业支持力度推进绿色运营打造环境友好型绿色银行,绿色金融,定性文本
社会方面贯彻落实国家乡村振兴战略助力共同富裕关爱员工成长投身公益事业打造有温度的人文银行与爱心银行,公益和志愿服务,定性文本
治理方面完善公司治理与风险管理为稳健经营保驾护航切实保障利益相关方权益打造可持续发展的品牌银行,组织架构与运作,定性文本
10二可持续发展管理董事会是本行环境社会与管治ESG事务最高决策及负责机构本行董事会高度关注环境社会与管治ESG工作持续完善ESG管治架构,组织架构与运作,定性文本
本行不断完善可持续发展工作体系形成了董事会战略决策高级管理层直接领导总行办公室牵头协调总行各部门共同参与各分支机构落地推进全行员工积极参与的可持续发展管理架构和工作格局确保可持续发展管理理念与行为在日常工作中的落地,组织架构与运作,定性文本
三利益相关方沟通本行建立了与利益相关方常态化沟通机制以多渠道多形式的沟通活动了解利益相关方的期望与诉求积极回应利益相关方关切构建和谐稳定的利益相关方关系,信息披露与投资者沟通,定性文本
在深圳证券交易所每年进行的上市公司信息披露考核中本行连续11年获评最高等级A级,信息披露与投资者沟通,定量文本
利益相关方相关方期望沟通方式政府及监管机构合规经营廉洁建设服务地方发展客户权益保护合作共赢研究和执行监管政策日常审批与监管相关调研与讨论会议上报统计报表信息公开参与行业协会活动股东与投资者经济绩效定期报告与信息公告11稳健发展风险管理ESG绩效表现投资者调研与沟通会议主题开放日活动投资者日常咨询回复合作伙伴行业合作与发展供应链管理合作伙伴培训合作伙伴会议客户金融科技创新产品与服务创新客户权益保护提升客户体验普及金融知识95511短信电话官网微信等互动平台客户关怀活动客户满意度调查客户经理日常联络员工员工职业发展员工健康安全员工权益保护员工满意度调查座谈会与培训活动内刊内网等平台申诉与举报机制环境应对气候变化能源管理水资源管理废弃物管理能源与资源管理绿色办公倡议环保宣传活动气候相关压力测试社区践行负责任投资服务社会民生助力乡村振兴奉献社会公益志愿者服务定点帮扶行动社区项目建设员工志愿服务社区服务活动绿色金融ESG相关机构及投资者沟通情况沟通时间沟通对象沟通议题2月3日ReclaimFinanceOilandGasPolicyToolOGPT新石油与天然气政策工具2月11日贝莱德投资压减高碳行业授信2月17日雨林行动网络BankingonClimateChaos2022123月28日AsiaResearchandEngagementBankingAsiasFuture5月6日OaktreeCapital联合国全球契约5月13日Sustainalytics棕色资产争议5月26日AllianceBernsteinESG主题调研5月30日新加坡Arohi资本温室气体核算体系GHG的应用6月2日标准普尔CSA评估及ESG评分11月3日摩根大通资管ESG调研11月23日MSCI彭博绿色债券指数四实质性议题本行基于实质性分析模型在往年工作基础之上持续开展可持续发展议题的识别评估与筛选确立对于公司和利益相关方具有重要性的实质性议题在报告中重点披露和回应,信息披露与投资者沟通,定性文本
对利益相关方的重要性对本行可持续发展的重要性践行社会公益商业道德与合规经数据安全与隐私保护员工职业发展风险管理支持乡村振兴公司治理金融科技创新普惠金融绿色金融服务实体经济提升服务体验消费者权益保护落实国家战略供应链管理绿色运营重要重要非常重要非常重要13三推进稳健经营本行树立高质量发展的愿景和稳健合规的经营理念完善风险管理强化内控合规建设贯彻创新协调绿色开放共享的发展理念积极履行社会责任营造和谐的社会关系形成良好的公司治理实践,信息披露与投资者沟通,定性文本
一党建引领发展以习近平新时代中国特色社会主义思想为指导全面加强党的领导全面推进党的建设强化党的核心引领作用立足新发展阶段贯彻新发展理念提升履职效能聚焦银行发展战略坚持围绕发展抓党建捉好党建促发展的工作理念使党建工作与公司治理深度融合充分发挥党组织领导核心和政治核心作用以高质量党建引领保障银行高质量发展,组织架构与运作,定性文本
二完善公司治理本行形成健全有效透明的良好公司治理实践强化内部和外部的监督制衡保障股东的合法权利并确保其得到公平对待尊重利益相关者的基本权益切实提升银行整体价值,股东及债权人权益,定性文本
2022年6月28日本行股东大会审议通过了关于修订平安银行股份有限公司章程的议案加强公司治理顶层设计,组织架构与运作,定性文本
1.治理结构本行股东大会董事会监事会与高级管理层按照各司其职各负其责协调运转有效制衡的原则行使权利履行义务维护本行及利益相关者的合法权益,组织架构与运作,定性文本
本行各治理主体从可持续发展角度促进ESG相关工作的贯彻落实赋能本行高质量可持续发展,无关文本,无关文本
股东大会严格按照公司法章程等有关规定有效发挥职能董事会向股东大会负责承担银行经营和管理的最终责任按照法定程序行使职权监事会本着对全体股东负责的态度有效履行各项监督职权和义务管理层遵守诚信原则谨慎勤勉地履行职责并按董事会决策开展经营管理,组织架构与运作,定性文本
14公司治理架构图2.履职情况2022年本行董事会召开11次会议共审议通过49项议案听取或审阅51项报告董事会下设6个专门委员会共召开29次会议共审议通过54项议案听取或审阅43项报告,组织架构与运作,定量文本
监事会共召开7次监事会会议及7次专门委员会会议并列席了部分董事会及专门委员会会议,组织架构与运作,定量文本
本年度董事会及各专门委员会发挥专业优势在环境社会与企业治理等方面审议并讨论了一系列重要议题在战略引领风险管控普惠金融绿色金融消费者权益保护以及隐私和数据安全等方面进行前瞻性研究和科学决策,组织架构与运作,定性文本
部分审议内容如下15董事会经董事会和股东大会审议通过本行2022年在全国银行间债券市场发行了200亿元人民币小型微型企业贷款专项金融债券200亿元人民币绿色金融债券推动普惠金融与绿色金融进一步发展,绿色金融,定量文本
战略发展与消费者权益保护委员会审议通过2021年度消保监管评价情况报告及消保下一步重点工作数据治理三年规划20222024等审阅2022年消费者权益保护工作计划实施方案听取中国银保监会消费者权益保护局2021年第四季度以及2022年第一第二季度银行业消费投诉情况通报推动加强消费者权益保护能力建设,客户与消费者,定性文本
审计委员会审议通过关于修订平安银行数据治理工作指引的议案并听取2021年数据治理工作自评报告进一步加强数据与信息安全管理,数据安全,定性文本
风险管理委员会审议通过全面风险管理报告风险偏好陈述书恢复与处置计划银行账簿利率风险管理内部资本充足评估等议案制定或修订了业务连续性管理恢复和处置计划管理押品管理声誉风险等规章制度听取或审阅流动性风险负债质量管理等报告推动资产质量管控能力提升,审计工作,定性文本
163.董事会多元化本行持续提升董事会的独立性专业性和董事会多元化程度从性别年龄教育背景种族工作经历职业职称及兼职情况等多个方面考虑董事会成员的多元化,组织架构与运作,定性文本
截至2022年末本行董事会共有13名董事其中执行董事4名非执行董事4名独立董事5名分别来自财会经济金融及法律领域女性董事2名,组织架构与运作,定量文本
同时本行独立董事在审计关联交易控制提名及薪酬考核委员会中均担任委员会主席且占比超过半数独立董事均按照法律法规及本行章程要求主动有效客观独立地履行职责发表专业公正的独立意见对全体股东负责并保障中小股东的合法权益,股东及债权人权益,定性文本
4.董事会监事会培训2022年本行董事会监事会共进行5次培训包括商业银行股东权利义务和股权管理专题学习培训平安银行反腐败条例宣导学习银行业保险业绿色金融指引专项培训深圳上市公司协会董监高专题系列培训拟任独立董事反洗钱和反恐怖融资专项培训,组织架构与运作,定量文本
此外全体董监事听取了平安银行反复倡廉工作报告听取了外部专家关于规范董事履职行为强化履职保障的报告并学习了银保监会银行保险机构消费者权益保护管理办法证监会上市公司独立董事规则上市公司董事监事和高级管理人员所持本公司股份及其变动管理规则2022年修订等规章,组织架构与运作,定性文本
5.董监高薪酬管理本行董事会薪酬与考核委员会负责审议全行薪酬管理制度和政策拟定董事和高级管理层薪酬方案向董事会提出薪酬方案建议并监督方案实施,组织架构与运作,定性文本
本行采取绩效薪酬延期支付措施对高级管理人员的部分绩效薪酬进行延期支付延期支付期限为3年与风险暴露期限相匹配并根据风险性质和影响程度决定到期支付比例另外采取绩效薪酬追索扣回机制规范薪酬追索扣回规则追索扣回评估框架与流程等确保薪酬激励与风险调整后的业绩相匹配,员工,定性文本
1.风险治理架构本行建立派驻制风险管理矩阵式双线汇报的全面风险管理架构,组织架构与运作,定性文本
本行董事会是全面风险管理的最高决策机构承担全面风险管理的最终责任,组织架构与运作,定性文本
董事会风险管理委员会主要负责审议或审批全面风险管理相关事项对银行风险政策风险管理情况及风险承受能力进行定期评估同时负责监督高级管理层对信用风险操作风险合规风险ESG风险等各类风险的控制情况,组织架构与运作,定性文本
182.风险管理机制本行持续完善风险管理机制搭建涵盖基本制度一般管理办法及操作流程的风险管理制度体系覆盖本行各业务流程确保风险管理工作有据可依,组织架构与运作,定性文本
另外为强化风险管理机制本行建立智慧风控平台充分运用大数据人工智能区块链等前沿技术赋能风险管理工作以保持预警前瞻性,科技创新,定性文本
3.风控能力建设本行高度重视风险管理人才培养与队伍建设为不同条线的各层级员工提供风险新规新政宏观政策与经济趋势零售风险等主题的风险管理专项培训搭建覆盖广泛层次清晰与立体化的风险管理培训体系对风险管理者与银行家进行ESG风险与程序的正式培训并持续增强培训的针对性与专业性,组织架构与运作,定性文本
2022年本行总行风险管理部在全行范围组织风险政策培训培训内容涵盖ESG相关绿色金融农业采矿行业等政策培训人员涵盖客户经理风险经理行政及财务人员,绿色金融,定性文本
同时针对风险高级管理干部本行组织绿色金融知识专门考试以加强管理人员对绿色金融相关知识的掌握提升绿色金融风险识别和应对能力,绿色金融,定性文本
1.员工行为管理本行致力以负责任符合商业道德诚信的宗旨经营业务确保全行员工在业务经营过程中保持高水平的个人诚信及商业道德保障客户利益,员工,定性文本
本行制定董事与监事商业行为和道德守则每一位董事和监事必须代表和维护本行和全体股东的利益表现高度的诚实正直信守承诺以及观点和判断的独立性投入足够的时间精力和关注以确保尽职履责,组织架构与运作,定性文本
公司董事会对员工行为管理承担最终责任本行制定员工行为19守则明确规定了20项行为禁令全行员工均需严格遵守,员工,定性文本
本年度员工行为价值承诺函和员工合规履职承诺书的员工签署率达100,员工,定量文本
合规培训本行推出合规宣教平台平安合规e站向全行员工推送学习任务内容包括合规经营商业道德反腐败反洗钱知识产权保护隐私与数据安全业务连续性计划等并对新员工开展新兵e训学习十大合规任务,员工,定性文本
销售行为合规本行设置严格的产品准入和风险评估流程在产品销售中采取多种手段确保合规切实保障投资者利益,产品质量,定性文本
适当性管理制定零售代理销售资产管理产品业务管理办法个人投资者适当性管理办法等零售业务适当性管理规范防范违反销售适当性要求事件发生,客户与消费者,定性文本
公平广告营销制定广告投放管理办法品牌宣传类材料审核规定明确规定营销类广告投放内容须符合金融消费者权益保护方面的相关规定和要求,客户与消费者,定性文本
本行法律合规部作为独立于产品与服务业务部门的审查部门确保产品服务广告物料等不存在不合理或误导性的内容,产品质量,定性文本
消费者权益保护中心负责监督指导广告及宣传营销等方面消保审查工作的落实,客户与消费者,定性文本
信息公示披露管理制定一系列零售业务信息披露管理办法及时公示披露相关信息确保信息真实准确完整简明清晰通俗易懂没有虚假记载误导性陈述或者重大遗漏切实保障客户知情权,客户与消费者,定性文本
20员工行为监督本行通过常态化排查和专项排查相结合的员工异常行为监测机制将员工行为管理纳入专项审计和各业务条线持续审计的工作重点,员工,定性文本
本行通过信息系统进行员工异常行为常态化非现场监测不定期向各机构派发预警数据要求核查整改和问责,员工,定性文本
同时本行各机构开展员工风险行为自查自纠自查范围覆盖员工异常账户交易利益冲突违规经商办企业和兼职等,员工,定性文本
本行综合考虑外部监管要求管理层关注风险导向等因素兼顾审计资源有限性和审计工具方法可用性确定年度审计计划周期性实现对全行所有运营环节的内部控制有效性及风险管理设计和运行有效性的检视,审计工作,定性文本
2.反腐败本行持续推进反腐倡廉监督机制创新制度建设与专项审计结合创新宣教廉洁谈话作风整治等教育监督措施联动在全行筑牢不想违不能违不敢违的思想防线打造廉洁反腐的长效机制,反贪污反洗钱,定性文本
反腐败制度管理本行制定反腐败条例严禁发生玩忽职守徇私舞弊或者以权谋私私用或滥用职权等违反本行管理制度的行为该条例适用于全行员工与外包人员,反贪污反洗钱,定性文本
本行制定员工违规行为积分管理办法员工违规违纪行为亮牌问责处罚办法明确违规违纪及贪腐行为的认定和记录标准对贪腐案件涉及的单位及人员采取严肃处理落实反腐一票否决制度并视情节严重程度将其列入从业人员黑名单并报送监管机构,反贪污反洗钱,定性文本
本行每年定期开展内控稽核独立评级专项审计对全行反腐败制度和反腐败工作机制的有效性定期进行独立测试和评价,反贪污反洗钱,定性文本
21廉洁警示教育本行开展反腐败转作风治顽疾破冰行动覆盖全行员工与外包人员,反贪污反洗钱,定性文本
2022年本行累计开展反腐倡廉培训20次开展反腐败宣导教育6068次面向全行员工与外包人员采取多种形式的警示教育和执纪监督措施强化对贪污腐败事件的监督管理,反贪污反洗钱,定量文本
2022年10月本行向董事会汇报反腐倡廉工作报告,反贪污反洗钱,定性文本
宣导教育学习清廉金融文化系列课程宣贯反腐败条例礼品礼金上效登记管理办法,反贪污反洗钱,定性文本
廉洁谈话对所有新进人员新晋升干部员工开展廉洁谈话提出廉洁合规要求,反贪污反洗钱,定性文本
违反本行要求的供应商将会被列入本行供应商黑名单,供应链管理,定性文本
3.反洗钱本行坚持预防为主风险为本原则完善反洗钱合规治理架构提升反洗钱交易监测力度加强反洗钱防范意识,反贪污反洗钱,定性文本
22本行董事会及其审计委员会指导管理层开展反洗钱管理及年度反洗钱和反恐怖融资专项审计工作,反贪污反洗钱,定性文本
本行制定客户反洗钱尽职调查工作指引客户洗钱风险评估及分类管理办法明确各机构应在客户准入及业务存续期间开展客户尽职调查针对不同业务及客户群体不同风险层级设置不同强度的尽职调查方案,反贪污反洗钱,定性文本
本行建立平安盾反洗钱管理系统智能反洗钱管理平台等系统化平台综合运用大数据监测人工智能舆情监测等多重方式实现反洗钱全生命周期管理,反贪污反洗钱,定性文本
本行面向全行员工与外包人员开展反洗钱培训落实反洗钱知识宣贯全年累计完成60场线上宣导和46场线下培训,反贪污反洗钱,定量文本
同时本行积极开展远离洗钱犯罪守护幸福生活反洗钱宣传培训月活动向员工及社会公众普及反洗钱知识全行开展培训50余次外出宣讲10余场受众超40万人次,反贪污反洗钱,定量文本
4.信访举报本年度本行修订信访工作管理办法畅通信访举报渠道公示信访处理流程强化举报人保护机制,举报制度,定性文本
畅通举报渠道本行设置724小时投诉热线,举报制度,定性文本
官网内网常态化公示信访举报邮箱电话和地址信息,举报制度,定性文本
在全行设立62个举报邮箱69个举报电话405个举报信箱接收信访事项,举报制度,定量文本
本行接受利益相关方包括但不限于公司员工金融消费者及客户供应商政府及监管单位以实名匿名等形式提出信访举报,举报制度,定性文本
受理举报流程总行办公室负责牵头调查处理及落实各类总行信访事项并全流程跟踪督办总行稽核监察部负责调查处理内部违规违纪类信访事项相关管理部门负责处理业务管理类信访事项各分行在总行统一管理下处理本单位信访事项,举报制度,定性文本
截至2022年末全行共接到内部违规违纪类信访举报169件累计处罚54人,举报制度,定量文本
23举报人保护本行建立独立的举报人保护机制严格落实对举报人的保护包括严禁对检举控告人及其亲属的压制歧视刁难等行为严禁泄露检举控告的有关情况严肃查处侵犯检举控告人权力的行为保障被检举控告人实施民主权利的行为,举报制度,定性文本
对泄露信访举报情况导致查处工作受阻或检举控告人遭到打击报复的视情况予以处理,举报制度,定性文本
本行通过建设独立的信访举报渠道由本行信访接待室专职工作人员统一接收来自邮箱电话信箱等独立举报渠道收集的信访举报信息确保举报信息的保密加强对举报人的保护,举报制度,定性文本
本行针对信访管理工作举办专门课程培训培训内容涵盖信访接待重点事项受理信访举报流程举报人保护等培训对象覆盖全行各业务条线及专职信访工作人员累计1万余人次,举报制度,定量文本
24四服务实体经济本行坚守金融服务实体经济的本源坚持科技引领零售突破对公做精策略方针着力打造数字银行生态银行平台银行三张名片,科技创新,定性文本
不断升级策略打法深化全面数字化经营为客户提供省心省时又省钱的金融服务切实满足经济社会高质量发展的资金需求,客户与消费者,定性文本
为湖南省投资规模430亿的头号工程某机场改扩建项目授信4亿元银团份额为广东省某政府还贷路发放还贷路置换融资5亿元为江苏省某铁路并购项目发放银团贷款超2亿元为河北省沧州某高速项目发放政策性开发性金融工具配套融资5亿元南京分行投放4亿元支持当地地铁3号线建设项目建成后预计每年可实现二氧化碳减排约11万吨,碳排放,定量文本
25三推动产业转型升级本行精准赋能智能制造生物医药等战略性新兴产业及专精特新中小企业通过综合化全方位投融资服务多措并举为实体经济持续注入金融活水争当企业成长的助力者案例银团贷款促进京津冀生态环境改善天津市北部山区处在北方防沙带中的京津冀协同发展区是我国防沙治沙的关键性地带,科技创新,定性文本
银团贷款总金额240亿元本行天津分行已投放9.98亿元,绿色金融,定量文本
该项目实施后预计可实现裸地修复339亩生态涵养修复区2200亩抚育山林区690亩引种驯化区690亩生态体验区828亩其他受益生态保护植被9.35万亩有效强化土地综合整治植被恢复保护遏制沙化土地扩展趋势形成具有天津特色的生态保护体系协助完成京津风沙源治理工程目标,土地利用,定量文本
案例支持长三角地区打造汽车产业链集群上海分行持续加大对长三角地区汽车产业链企业服务力度与汽车厂商共同合作为长三角地区超200家汽车经销商提供供应链融资服务,供应链管理,定量文本
上海分行开通绿色授信审批通道并提供专项支持授信额度特殊定价等优惠支持,绿色金融,定性文本
案例助推粤港澳大湾区营商环境优化平安银行广州市中级人民法院广州市破产管理人协会三方合作研发全国首个智慧破产审理系统并推出智慧破产芯服务为办理破产提供信息化智能化服务,科技创新,定性文本
2022年10月本行智慧破产芯服务荣获广东省金融科技进步奖二等奖,科技创新,定量文本
双方在系统建设执行转破产业务科技与信息化建设破产审判综合金融业务等方面展开深度合作提供网络债权人会议不良资产在线撮合等服务全面助力破产审判提质增效共同助推粤港澳大湾区营商环境优化及经济高质量发展,科技创新,定性文本
截至2022年末本行合作专精特新客户数较年初增长56其中小巨人客户数较年初增长167授信余额较年初增长120亿元,客户与消费者,定量文本
案例支持专精特新企业扩大产能加快高端新材料国产化高端环氧树脂是高端制造轻量化领域不可或缺的关键材料山东某新材料科技企业是全球脂环族环氧树脂单体生产龙头被国家工信部评为专精特新小巨人企业,科技创新,定性文本
为打破国内高端环氧树脂依赖进口的市场格局企业计划新建年产9500吨特种环氧树脂一体化项目,原材料,定量文本
上海自贸试验区分行结合企业经营发展需求为企业提供定制化的固定资产贷款服务协助企业扩大产能为高端新材料国产替代及全球布局提供了有力支持,科技创新,定性文本
案例围绕企业成长生命周期提供全链条全方位的金融服务某A股上市科技公司是工信部认定的第一批专精特新小巨人企业,科技创新,定性文本
该企业现已成为国内规模领先的减隔震产品生产基地具备较强研发能力和技术团队拥有独有技术和专利权品牌知名度高,知识产权保护,定性文本
2.深耕智能制造本行深入贯彻国家十四五智能制造发展规划在总行层面成立电子信息与智能制造金融事业部开展高端装备通信设备半导体材料等制造业专项行业研究全面提升金融服务质效,科技创新,定性文本
27案例金融科技创新助力节能环保设备制造业品质升级佛山市某锅炉制造企业是从事锅炉及辅助设备制造的高新技术企业,科技创新,定性文本
该企业提供的锅炉产品实现锅炉排放烟气再利用有助于提高能源使用效率降低废气排放,废弃物管理,定性文本
案例助企纾困为制造业企业经营排忧解难重庆某光电公司是从事智慧路灯智慧交通安全设施5G通信杆塔等生产制造的国家高新技术企业具有自主知识产权及专利一百多项,科技创新,定量文本
2022年该公司新建车间生产线即将建成投产但缺乏固定资产抵押和足够信贷担保购买原材料时面临资金短缺问题,原材料,定性文本
重庆分行为该企业提供流程快捷授信期限长的微e贷产品并豁免该企业所需第三方担保同时通过绿色通道授信审批流程将该公司申请的融资快速落地为企业排忧解难,绿色金融,定性文本
四支持民生改善本行通过创新金融产品与服务帮助解决养老医疗住房保障等民生领域存在的短板环节将金融资源投向民之所盼的重点领域,公益和志愿服务,定性文本
案例支持医疗器械制造企业国际并购杭州某心脏瓣膜微创介入治疗领域龙头企业为国家第二批专精特新小巨人企业致力于结构性心脏病领域创新医疗器械的开发及商业化销售覆盖近30多个国家和地区,科技创新,定性文本
本行为该企业提供并购融资服务协助企业完成对国外一家经导管二尖瓣三尖瓣创新疗法公司的收购进一步拓宽了公司在瓣膜疾病治疗领域的产品条线加快公司国际化步伐,科技创新,定性文本
28案例金融服务创新助力疫情攻坚江苏某医用科技集团曾承担武汉雷神山医院ICU病房手术室以及多省市12个卫生防疫中心建设任务,抗疫,定量文本
2022年3月常州疫情突发该集团承建核酸检测中心方舱医院等多项工程,抗疫,定性文本
本行为该企业量身定制设计综合授信和单笔抗疫贷款两种方案为企业发放流动资金贷款协助其建成常州市首座检测中心,抗疫,定性文本
五创新供应链金融服务规模性生产制造基建施工等行业化产业链普遍存在贸易链条交缠复杂资金占用规模大业务实施周期长等特点容易形成较为严重的应收账款和三角债问题,供应链管理,定性文本
供应链金融围绕核心企业的真实贸易结算场景为核心企业及其上下游中小微企业提供结算融资线上化服务等综合性金融服务,供应链管理,定性文本
本行基于平安好链供应链金融服务平台依托星云开放联盟服务机制累计服务核心企业及其上游中小微客群超过29712家2022年平台交易量1959.64亿元同比增长30.8全年通过平安好链平台促成的融资发生额735.08亿元同比增长41.4有效助力产业链加快资金流转降低整体负债和金融成本,供应链管理,定量文本
2022年本行供应链票据背书等发生额同业排名前五,供应链管理,定量文本
29案例某新能源电池企业上游供应链融资服务某新能源电池龙头企业正处于高速发展阶段其上游设备材料供应商的产能需求快速扩大释放面临资金周转压力,供应链管理,定性文本
该龙头企业建立了供应链金融服务平台为供应商提供保理融资商票保贴服务但较难满足其上游生产型供应商从前期采购生产到形成应收账款阶段的融资需求,供应链管理,定性文本
本行用科技手段验证真实交易背景风险审批前置介入将供应商的融资节点从应收账款环节前移至订单环节有效满足供应商获取订单的前期生产资金需求缓解了供应商接单焦虑,供应链管理,定性文本
安哥拉凯古路凯巴萨水电站是其水电核心项目被誉为非洲三峡工程,水资源,定性文本
项目由中国葛洲坝集团承建规划装机容量2172MW是目前中资企业在安哥拉承建的最大水电站项目建成后能有效缓解安哥拉供电压力,能源与资源消耗,定性文本
上海自贸试验区分行通过外币贷款方式为中国中东欧基金提供资金支持累计投放超过4亿元等值人民币资金参与波兰光伏电站项目满足波兰9000余户家庭的用电需求每年减少近5万吨二氧化碳排放支持波兰实现可再生能源发展目标参与锦江集团收购丽笙酒店项目服务更多中国游客出境旅游促进161合作框架下的服务贸易发展,负责任投资,定量文本
本行将普惠金融作为发展的重要机遇精准滴灌小微企业全面助力乡村振兴积极推进金融供给侧改革为增进民生福祉实现共同富裕贡献力量,农村帮扶,定性文本
在不断优化网点布局确保物理网点金融服务覆盖更多人群的同时以金融科技作为强大动力牢牢抓住客户行为线上化迁移和我国庞大的互联网用户群体带来的发展机遇通过线上渠道实现金融服务无障碍触达让客户可以基本不受时间空间限制根据需要随时随地获得低成本可负担的金融服务,客户与消费者,定性文本
为提高金融服务可及性本行与合作伙伴联合发射平安1号平安2号物联网卫星及平安3号遥感卫星帮助银行高效直观地掌握供应链上下游的真实经营数据拓展银行的供应链金融服务能力,供应链管理,定性文本
33平安3号卫星成功发射截至2022年末平安星云物联计划已在智慧车联智慧制造智慧能源智慧农业智慧基建智慧物流六大产业领域落地多个创新项目服务客户超21000户接入物联网终端设备超2000万台支持实体经济融资发生额累计超6500亿元,科技创新,定量文本
